Video_URL,Audio_URL,Result_Name
https://edu-bg.org/presentation/d67ba76b8e575c08e4248cb6f06b718afbe75ad3-1593795043956/video/webcams.webm,https://edu-bg.org/presentation/d67ba76b8e575c08e4248cb6f06b718afbe75ad3-1593795043956/deskshare/deskshare.webm,1.mp4
